"gene_id","gene_label","female_sig","male_sig","female_logFC","male_logFC"
"ENSG00000298205.1","ENSG00000298205",TRUE,TRUE,-5.5965602529548,-2.60519475389064
"ENSG00000198515.17","CNGA1",TRUE,TRUE,3.31974550389318,1.8541234260756
"ENSG00000181409.15","AATK",TRUE,TRUE,-2.24087145784212,-1.734818109938
"ENSG00000161381.15","PLXDC1",TRUE,TRUE,1.34376402643281,1.10773658698419
"ENSG00000156103.16","MMP16",TRUE,TRUE,3.06391818933512,3.24032224642941
"ENSG00000106819.14","ASPN",TRUE,TRUE,3.1448055925132,2.98474588101439
"ENSG00000143341.12","HMCN1",TRUE,FALSE,1.82279289730585,0.934427230934049
"ENSG00000115756.14","HPCAL1",TRUE,TRUE,-1.60156254506496,-1.26708658564556
"ENSG00000227906.11","SNAP25-AS1",TRUE,TRUE,2.71371860417385,1.18083295590671
"ENSG00000071909.19","MYO3B",TRUE,TRUE,3.43826097376566,2.94351516103185
"ENSG00000308504.1","ENSG00000308504",TRUE,TRUE,2.6420917517413,1.77818227224194
"ENSG00000132639.16","SNAP25",TRUE,TRUE,3.16351097657293,1.35719999439246
"ENSG00000175928.7","LRRN1",TRUE,TRUE,1.98973813620034,1.22119787009348
"ENSG00000171004.19","HS6ST2",TRUE,TRUE,3.40273173178724,1.70519788131221
"ENSG00000108947.5","EFNB3",TRUE,TRUE,3.08387184034526,1.87896088705974
"ENSG00000169855.21","ROBO1",TRUE,FALSE,1.20046321087097,0.959144781071623
"ENSG00000171408.14","PDE7B",TRUE,TRUE,1.84750813776385,1.21207766451974
"ENSG00000105696.10","TMEM59L",TRUE,TRUE,2.85771474295343,2.78492092733082
"ENSG00000099256.20","PRTFDC1",TRUE,FALSE,1.13786997216117,0.850538345158828
"ENSG00000065618.22","COL17A1",TRUE,TRUE,5.03558024514285,3.61692913539751
"ENSG00000168398.8","BDKRB2",TRUE,TRUE,2.70144848831916,2.37507779846509
"ENSG00000186684.15","CYP27C1",TRUE,TRUE,3.87029853896895,2.8835693459412
"ENSG00000002746.16","HECW1",TRUE,TRUE,2.89059859904053,2.05841725344262
"ENSG00000225315.3","ENSG00000225315",TRUE,TRUE,-4.09023877963039,-1.49960382664833
"ENSG00000087494.17","PTHLH",TRUE,TRUE,2.71458258602614,1.31335324896624
"ENSG00000169851.17","PCDH7",TRUE,TRUE,2.00351731546862,2.03691358831519
"ENSG00000083857.16","FAT1",TRUE,FALSE,1.2299740386772,0.883149867989743
"ENSG00000180875.6","GREM2",TRUE,TRUE,2.1373053892774,1.71979774370604
"ENSG00000003096.16","KLHL13",TRUE,TRUE,2.27771958991497,1.53984790263879
"ENSG00000141404.17","GNAL",TRUE,TRUE,1.81498839190602,1.21555923093739
"ENSG00000131069.21","ACSS2",TRUE,FALSE,-1.33848426141985,-0.82035119565252
"ENSG00000168453.17","HR",TRUE,TRUE,2.04396095358975,2.1157574517379
"ENSG00000178662.17","CSRNP3",TRUE,TRUE,1.73739680889834,1.43593858791922
"ENSG00000117139.19","KDM5B",FALSE,FALSE,0.577724625983985,0.366510468979978
"ENSG00000166426.9","CRABP1",TRUE,TRUE,4.30943675025201,1.91310424304698
"ENSG00000181577.16","LINC03040",TRUE,TRUE,-3.50657628666026,-2.15665134956393
"ENSG00000120332.18","TNN",TRUE,TRUE,3.19423242625078,2.42188728501203
"ENSG00000248491.7","ENSG00000248491",TRUE,TRUE,2.48420749751302,1.32937586177265
"ENSG00000143473.15","KCNH1",TRUE,TRUE,3.215792246272,2.68777172863082
"ENSG00000276975.4","HYDIN2",TRUE,FALSE,2.28715912448393,0.449615237179105
"ENSG00000172667.12","ZMAT3",TRUE,FALSE,1.18998259801986,0.963073727263882
"ENSG00000204291.13","COL15A1",TRUE,TRUE,2.43901928088503,2.32861945939857
"ENSG00000044524.12","EPHA3",TRUE,TRUE,2.137731564181,1.86567684964835
"ENSG00000230838.3","LINC01614",TRUE,TRUE,2.82611289089642,2.03225167839205
"ENSG00000156804.8","FBXO32",TRUE,TRUE,1.55958091814018,1.56195157211269
"ENSG00000224516.6","ECEL1P2",TRUE,TRUE,-3.74374073844427,-2.77241708574545
"ENSG00000102468.12","HTR2A",TRUE,TRUE,2.46283018499491,1.80894377134296
"ENSG00000143248.14","RGS5",TRUE,TRUE,2.08224092479407,1.16596909709993
"ENSG00000296962.1","ENSG00000296962",TRUE,TRUE,2.27037133857355,2.16132836046228
"ENSG00000145808.11","ADAMTS19",TRUE,TRUE,3.8799547264907,2.6073788690833
"ENSG00000234184.9","LINC01781",TRUE,TRUE,3.54585789206496,2.27351884212828
"ENSG00000152990.15","ADGRA3",FALSE,FALSE,0.781450001642527,0.616048133982584
"ENSG00000120907.18","ADRA1A",TRUE,TRUE,-3.05822014496495,-2.67929929296629
"ENSG00000197415.13","VEPH1",TRUE,TRUE,-2.04081923846907,-1.95141521196121
"ENSG00000010932.17","FMO1",TRUE,TRUE,3.00317344519657,2.37480177640092
"ENSG00000149294.18","NCAM1",TRUE,TRUE,1.48683818348438,1.43514482304727
"ENSG00000211679.2","IGLC3",TRUE,TRUE,3.56499714663585,2.60105433667469
"ENSG00000170558.11","CDH2",TRUE,TRUE,2.82558029520022,2.75027586787323
"ENSG00000144331.20","ZNF385B",TRUE,TRUE,-2.00178121684584,-1.86097315792015
"ENSG00000101230.6","ISM1",TRUE,TRUE,1.82530762083004,2.05926185638988
"ENSG00000137486.18","ARRB1",TRUE,TRUE,-1.26696019663282,-1.11623840680074
"ENSG00000197977.5","ELOVL2",TRUE,TRUE,3.39518283563047,1.73679399232243
"ENSG00000121060.19","TRIM25",FALSE,FALSE,-0.838569785710358,-0.502973910142101
"ENSG00000176834.15","VSIG10",TRUE,TRUE,-1.36823530805989,-1.16626786338874
"ENSG00000145423.6","SFRP2",TRUE,TRUE,3.29173188989915,3.2134833548
"ENSG00000186205.15","MTARC1",TRUE,FALSE,-1.16362186018968,-0.797860534220843
"ENSG00000146072.7","TNFRSF21",TRUE,FALSE,1.0477835370429,0.961711425736917
"ENSG00000164932.14","CTHRC1",TRUE,TRUE,2.65471871402369,2.79341443468613
"ENSG00000204175.7","GPRIN2",TRUE,TRUE,-2.55999387555536,-1.91436769134461
"ENSG00000304194.1","ENSG00000304194",TRUE,TRUE,-3.2770172000046,-3.25019784809324
"ENSG00000185813.12","PCYT2",TRUE,FALSE,-1.25243796484195,-0.712003893847274
"ENSG00000211896.7","IGHG1",TRUE,TRUE,3.56499616507152,3.55871396889823
"ENSG00000144285.24","SCN1A",TRUE,TRUE,-2.82419768456481,-1.81123511143546
"ENSG00000188493.16","ACTMAP",TRUE,FALSE,-1.132821019621,-0.630635792640947
"ENSG00000119535.21","CSF3R",TRUE,TRUE,-1.91949607737005,-1.4697884445035
"ENSG00000101224.19","CDC25B",TRUE,FALSE,-1.2245223343838,-0.706127348874525
"ENSG00000139220.17","PPFIA2",TRUE,TRUE,2.23510765133102,1.40339990552502
"ENSG00000128606.14","LRRC17",TRUE,TRUE,2.25897435000103,1.96201303647484
"ENSG00000169710.10","FASN",TRUE,TRUE,-1.97110968921384,-1.25605308525451
"ENSG00000143320.10","CRABP2",TRUE,TRUE,2.82137874135765,2.81030882715611
"ENSG00000106483.13","SFRP4",TRUE,TRUE,2.60978190551038,2.36176965267233
"ENSG00000171951.5","SCG2",TRUE,TRUE,2.95585334092155,2.21981232597568
"ENSG00000272789.1","MYO7B-AS1",TRUE,TRUE,-2.79622636395317,-1.16933541761622
"ENSG00000175600.17","SUGCT",TRUE,TRUE,1.93258923692685,1.37165047435142
"ENSG00000177283.8","FZD8",TRUE,FALSE,-1.29700146370819,-0.909018914912787
"ENSG00000134504.15","KCTD1",TRUE,FALSE,1.56804446066828,0.943343183251475
"ENSG00000214018.3","RRM2P3",TRUE,TRUE,2.42482307668528,1.11023876763109
"ENSG00000263432.2","RN7SL689P",TRUE,FALSE,1.60851040742177,0.2584489680743
"ENSG00000163251.5","FZD5",TRUE,TRUE,-1.34778772706897,-1.48242925218811
"ENSG00000223764.3","LINC02593",TRUE,TRUE,2.01033143362969,1.77904132453987
"ENSG00000164949.9","GEM",TRUE,TRUE,2.01517166139505,1.56743393261408
"ENSG00000234546.6","LNCTAM34A",TRUE,FALSE,1.29663966303075,0.616458147650361
"ENSG00000168824.16","NSG1",TRUE,TRUE,2.64874981940501,1.69638110320818
"ENSG00000163283.7","ALPP",TRUE,TRUE,-3.66850919848321,-2.47890087503525
"ENSG00000211666.2","IGLV2-14",TRUE,TRUE,3.67608411923134,2.55714457871585
"ENSG00000123096.13","SSPN",TRUE,TRUE,1.32486531956148,1.17395319624096
"ENSG00000169507.10","SLC38A11",TRUE,TRUE,2.78525193604551,1.9513234066801
"ENSG00000169174.14","PCSK9",TRUE,TRUE,-2.70937343762727,-1.84673394261403
"ENSG00000211893.4","IGHG2",TRUE,TRUE,3.96922272056867,3.36305509832462
"ENSG00000133110.16","POSTN",TRUE,TRUE,2.6757759020041,2.186143883274
"ENSG00000138316.12","ADAMTS14",TRUE,TRUE,2.78466477273551,2.71175205625842
"ENSG00000144452.15","ABCA12",TRUE,TRUE,4.34828096787647,2.62021575861113
"ENSG00000090104.13","RGS1",TRUE,TRUE,2.19381854175075,1.76261660810616
"ENSG00000138039.16","LHCGR",TRUE,TRUE,2.88601540183008,2.47951500790568
"ENSG00000107562.18","CXCL12",TRUE,TRUE,1.52489630800723,1.4365576334644
"ENSG00000144229.13","THSD7B",TRUE,TRUE,3.06955132739563,3.20555665777035
"ENSG00000154122.15","ANKH",FALSE,FALSE,0.816079735776935,0.458017780750914
"ENSG00000128602.12","SMO",TRUE,TRUE,1.32336469200124,1.58194544748406
"ENSG00000171877.21","FRMD5",TRUE,TRUE,2.82645057910018,1.76721966247771
"ENSG00000160161.10","CILP2",TRUE,TRUE,3.66919977069132,3.10271906704351
"ENSG00000057294.19","PKP2",TRUE,TRUE,2.71270269523851,1.80214661177078
"ENSG00000105664.12","COMP",TRUE,TRUE,3.13037336865186,3.3907078233652
"ENSG00000211673.2","IGLV3-1",TRUE,TRUE,4.15377609854345,2.7934288835038
"ENSG00000167508.13","MVD",TRUE,FALSE,-1.46499086953078,-0.611419686030217
"ENSG00000224373.3","IGHV4-59",TRUE,TRUE,4.24027759974049,3.0336388095601
"ENSG00000166402.10","TUB",TRUE,FALSE,1.32829522861887,0.991778455040451
"ENSG00000110492.18","MDK",TRUE,TRUE,1.60602163624926,1.17950171030513
"ENSG00000170775.3","GPR37",TRUE,TRUE,2.27709306386852,1.39272218347788
"ENSG00000154096.15","THY1",TRUE,TRUE,2.88191164930783,2.95658670884749
"ENSG00000089472.19","HEPH",TRUE,TRUE,1.15120226144766,1.01241767010911
"ENSG00000131080.16","EDA2R",TRUE,FALSE,1.80524856631298,0.970535189909189
"ENSG00000062038.16","CDH3",TRUE,TRUE,2.65869350213956,2.09639730873225
"ENSG00000092929.14","UNC13D",TRUE,FALSE,-1.26430284571042,-0.980005279423588
"ENSG00000120820.14","GLT8D2",TRUE,TRUE,1.18078165084628,1.0201563611911
"ENSG00000180440.5","SERTM1",TRUE,TRUE,-4.44969348031714,-2.70705122865652
"ENSG00000211966.2","IGHV5-51",TRUE,TRUE,3.95488894064328,2.51907004384304
"ENSG00000125675.21","GRIA3",TRUE,TRUE,2.42937851585543,2.0376915764258
"ENSG00000211970.3","IGHV4-61",TRUE,TRUE,4.1837455123082,2.85597638715841
"ENSG00000154553.17","PDLIM3",TRUE,TRUE,1.52336667360452,1.42374392618236
"ENSG00000211662.2","IGLV3-21",TRUE,TRUE,4.19310047153778,3.05466695918004
"ENSG00000164070.13","HSPA4L",TRUE,TRUE,2.04627129048513,1.35666608111852
"ENSG00000085563.16","ABCB1",TRUE,FALSE,1.97624104545984,0.608562582807013
"ENSG00000137573.15","SULF1",TRUE,TRUE,1.79007673204665,2.23789920920673
"ENSG00000183908.7","LRRC55",TRUE,TRUE,3.47272210978299,1.81098640478356
"ENSG00000274576.2","IGHV2-70",TRUE,TRUE,4.39448167298097,3.12254208144148
"ENSG00000181234.10","TMEM132C",TRUE,FALSE,2.27071802976882,0.865312594600748
"ENSG00000123119.13","NECAB1",TRUE,TRUE,-2.86159123428146,-2.59259119183497
"ENSG00000152049.7","KCNE4",TRUE,TRUE,1.9081376563585,1.63233608382466
"ENSG00000109265.16","CRACD",TRUE,TRUE,1.86392071977632,1.40284005466852
"ENSG00000144369.15","FAM171B",TRUE,FALSE,1.50674392903247,0.827750928356982
"ENSG00000291242.2","ENSG00000291242",TRUE,FALSE,1.99004376319955,0.464927706634465
"ENSG00000248890.5","HHIP-AS1",TRUE,TRUE,-1.66139781360484,-1.38049543459721
"ENSG00000168386.19","FILIP1L",TRUE,FALSE,1.40724316838882,0.995281964057422
"ENSG00000029153.16","BMAL2",TRUE,TRUE,1.36018648009258,1.08772915360911
"ENSG00000211648.2","IGLV1-47",TRUE,TRUE,3.47165454101181,2.16294748598658
"ENSG00000229111.2","MED4-AS1",TRUE,TRUE,-3.4230544335319,-1.41535117078703
"ENSG00000112137.19","PHACTR1",TRUE,TRUE,-1.22663556049476,-1.11099345903041
"ENSG00000211959.2","IGHV4-39",TRUE,TRUE,3.97728857466628,3.2941789297301
"ENSG00000169738.9","DCXR",TRUE,FALSE,-1.47519786129537,-0.906986138094986
"ENSG00000211976.2","IGHV3-73",TRUE,TRUE,3.54676814720542,2.21185240943083
"ENSG00000166483.13","WEE1",TRUE,TRUE,1.38195975785559,1.06002791050463
"ENSG00000143387.15","CTSK",TRUE,TRUE,1.45466859421785,1.65241122825972
"ENSG00000273877.5","ENSG00000273877",TRUE,TRUE,-3.11025401271134,-2.71992873839799
"ENSG00000139971.16","ARMH4",TRUE,TRUE,1.55210843082592,1.40520675670755
"ENSG00000173258.14","ZNF483",TRUE,FALSE,1.24224009607085,0.668547918977554
"ENSG00000102271.15","KLHL4",TRUE,TRUE,1.88814449127528,1.88763602656314
"ENSG00000121898.14","CPXM2",TRUE,TRUE,2.05376415033348,1.60534403803012
"ENSG00000211949.3","IGHV3-23",TRUE,TRUE,3.7196712810245,3.20944999175509
"ENSG00000211962.2","IGHV1-46",TRUE,TRUE,3.90571737836184,2.76694853261497
"ENSG00000121988.19","ZRANB3",FALSE,FALSE,0.838850457434814,0.369303747518209
"ENSG00000138821.15","SLC39A8",TRUE,TRUE,-2.20798758734025,-1.94864871686955
"ENSG00000112972.16","HMGCS1",TRUE,FALSE,-1.48434489131012,-0.786966234947869
"ENSG00000164938.15","TP53INP1",TRUE,FALSE,1.1512236354179,0.952440759349193
"ENSG00000287281.3","ENSG00000287281",TRUE,FALSE,1.76766194864253,0.572684981993749
"ENSG00000069431.15","ABCC9",TRUE,FALSE,1.22177422799541,0.494916478987024
"ENSG00000108187.17","PBLD",FALSE,FALSE,0.968756769747233,0.724544492238421
"ENSG00000294192.1","ENSG00000294192",TRUE,TRUE,-2.69733205708193,-1.94189668206812
"ENSG00000179178.12","TMEM125",TRUE,TRUE,-1.55853324622244,-1.13168323324449
"ENSG00000078269.15","SYNJ2",TRUE,FALSE,1.0224977082337,0.968420335958571
"ENSG00000114455.16","HHLA2",TRUE,TRUE,3.31406190905219,2.17691788399
"ENSG00000168036.20","CTNNB1",FALSE,FALSE,0.541312013471678,0.246633019904321
"ENSG00000288886.3","ENSG00000288886",TRUE,FALSE,1.0748488479165,0.572991052199664
"ENSG00000113805.10","CNTN3",TRUE,TRUE,2.25708576201551,1.76538586345926
"ENSG00000075223.15","SEMA3C",TRUE,TRUE,1.2151259952986,1.00977632652244
"ENSG00000142661.20","MYOM3",TRUE,TRUE,2.51200489390438,1.44165316533236
"ENSG00000011523.16","CEP68",FALSE,FALSE,0.842982829546468,0.386789922794258
"ENSG00000081277.13","PKP1",TRUE,TRUE,2.67592446152637,1.84637191377425
"ENSG00000145283.8","SLC10A6",TRUE,TRUE,2.42745867893474,1.15740153801374
"ENSG00000145824.14","CXCL14",TRUE,TRUE,2.91313365472099,3.38942713019554
"ENSG00000278196.3","IGLV2-8",TRUE,TRUE,3.53039611171706,2.4978764211589
"ENSG00000165731.23","RET",TRUE,TRUE,1.72566462503616,1.7752504819925
"ENSG00000198838.15","RYR3",TRUE,TRUE,2.37479418130894,1.44527965932758
"ENSG00000144278.16","GALNT13",TRUE,TRUE,-3.2771345765804,-3.06832374190538
"ENSG00000106772.20","PRUNE2",TRUE,TRUE,1.88519261123666,1.32433438491214
"ENSG00000164946.21","FREM1",TRUE,TRUE,1.33443532736634,1.12356720587202
"ENSG00000279675.1","ENSG00000279675",TRUE,TRUE,1.93482304663565,1.0944916233862
"ENSG00000119699.9","TGFB3",TRUE,TRUE,1.48916868561143,1.56674019008084
"ENSG00000139289.15","PHLDA1",TRUE,TRUE,1.32966723438533,1.06128237043529
"ENSG00000186480.14","INSIG1",TRUE,FALSE,-1.14542997482715,-0.590046095810765
"ENSG00000211445.13","GPX3",TRUE,TRUE,-1.82213371227917,-1.44649852756739
"ENSG00000120437.10","ACAT2",TRUE,FALSE,-1.25234131358414,-0.825204006060831
"ENSG00000188158.17","NHS",TRUE,TRUE,1.50679927687418,1.18531206451476
"ENSG00000164220.7","F2RL2",TRUE,TRUE,2.50500428006117,2.66706922629487
"ENSG00000211653.2","IGLV1-40",TRUE,TRUE,3.66790221841325,3.01622020634934
"ENSG00000162849.16","KIF26B",TRUE,TRUE,2.55525781087964,1.90372500612955
"ENSG00000158764.8","ITLN2",TRUE,TRUE,-5.05750584040214,-3.93975720400565
"ENSG00000064886.15","CHI3L2",TRUE,TRUE,-2.75548853580593,-1.8623505132932
"ENSG00000276600.6","RAB7B",TRUE,FALSE,1.37375453150608,0.694900961486147
"ENSG00000109084.14","TMEM97",TRUE,TRUE,-1.49067204065507,-1.45636859002503
"ENSG00000297814.1","ENSG00000297814",TRUE,FALSE,1.33008393231603,0.341885616953054
"ENSG00000259847.3","LINC02126",TRUE,TRUE,2.35379646984422,1.03628722243683
"ENSG00000210127.1","MT-TA",TRUE,TRUE,-3.99747023807123,-1.18673776539271
"ENSG00000171502.15","COL24A1",TRUE,TRUE,2.33784293496396,1.87637164067093
"ENSG00000211592.8","IGKC",TRUE,TRUE,2.95893740317962,3.27638014153282
"ENSG00000107738.21","VSIR",FALSE,FALSE,-0.998558293959622,-0.650858868493802
"ENSG00000110047.19","EHD1",FALSE,FALSE,-0.988217899654738,-0.670014231760266
"ENSG00000291236.2","ENSG00000291236",TRUE,TRUE,-3.00791806578247,-1.18316002747639
"ENSG00000133083.16","DCLK1",TRUE,TRUE,1.52535354338817,1.39703090886283
"ENSG00000102921.9","N4BP1",FALSE,FALSE,-0.681802332679404,-0.568234140818459
"ENSG00000143546.11","S100A8",TRUE,TRUE,-2.31611738382466,-2.26750043488605
"ENSG00000137501.19","SYTL2",TRUE,TRUE,1.09305562659629,1.23979992111208
"ENSG00000137673.10","MMP7",TRUE,TRUE,3.99437656799613,3.2616713897199
"ENSG00000135604.12","STX11",TRUE,TRUE,-1.17880483274889,-1.13093370830888
"ENSG00000211947.2","IGHV3-21",TRUE,TRUE,3.58771674951405,2.66996840344821
"ENSG00000145916.20","RMND5B",FALSE,FALSE,-0.539517197302801,-0.40822154974359
"ENSG00000157483.10","MYO1E",FALSE,FALSE,0.734293694511424,0.581166883394998
"ENSG00000116141.18","MARK1",TRUE,TRUE,1.2872703393189,1.20397999551533
"ENSG00000143507.19","DUSP10",FALSE,FALSE,0.924897959830226,0.481064148301167
"ENSG00000294695.1","ENSG00000294695",TRUE,TRUE,-2.4391049830831,-1.60792103081699
"ENSG00000165434.9","PGM2L1",TRUE,FALSE,1.27148282958185,0.954587886456692
"ENSG00000211892.4","IGHG4",TRUE,TRUE,5.13621122179741,3.28694412200293
"ENSG00000095713.15","CRTAC1",TRUE,TRUE,-2.47922849976344,-2.54908472275131
"ENSG00000169676.7","DRD5",TRUE,TRUE,3.19640701637892,2.81325695649977
"ENSG00000124813.24","RUNX2",TRUE,FALSE,1.11393294965067,0.938993756920494
"ENSG00000245848.3","CEBPA",TRUE,TRUE,-1.6675241442778,-1.50657498675246
"ENSG00000293535.3","ENSG00000293535",TRUE,TRUE,2.75659289384224,2.04068282446948
"ENSG00000124920.15","MYRF",TRUE,TRUE,-3.10872692369899,-2.2224414731172
"ENSG00000090013.12","BLVRB",TRUE,FALSE,-1.21434829523932,-0.762872820044231
"ENSG00000177694.16","NAALADL2",TRUE,FALSE,1.17548429438024,0.939571749451891
"ENSG00000173068.20","BNC2",TRUE,TRUE,1.13376824073737,1.09996337628446
"ENSG00000211659.2","IGLV3-25",TRUE,TRUE,3.3958072982878,2.1869466714264
"ENSG00000204866.9","IGFL2",TRUE,TRUE,4.0450902103673,3.40504808958973
"ENSG00000100473.19","COCH",TRUE,TRUE,2.0712671138513,1.96683838914506
"ENSG00000116729.15","WLS",FALSE,FALSE,0.687813156032431,0.333134552280622
"ENSG00000210117.1","MT-TW",TRUE,FALSE,-4.19513885514391,-1.07529145317041
"ENSG00000168389.19","MFSD2A",TRUE,TRUE,-1.88841501182496,-1.38241761001431
"ENSG00000053328.10","METTL24",TRUE,FALSE,1.13895747840742,0.897124303790929
"ENSG00000164161.11","HHIP",TRUE,TRUE,-2.1042538684312,-2.02422807208372
"ENSG00000149260.19","CAPN5",TRUE,TRUE,1.1668873627482,1.07877099018824
"ENSG00000211598.2","IGKV4-1",TRUE,TRUE,3.10728528109226,2.7527686529393
"ENSG00000122691.13","TWIST1",TRUE,TRUE,2.7558627698423,3.40521844807425
"ENSG00000176406.25","RIMS2",TRUE,TRUE,3.47418323577128,2.17494252919488
"ENSG00000140009.19","ESR2",TRUE,TRUE,2.69565917312665,1.83777968837004
"ENSG00000181444.14","ZNF467",TRUE,FALSE,-1.14676093971303,-0.80677617123236
"ENSG00000211934.3","IGHV1-2",TRUE,TRUE,3.65982086414566,2.82822628742463
"ENSG00000101825.8","MXRA5",TRUE,TRUE,1.69464670822554,1.97698029905284
"ENSG00000168703.5","WFDC12",TRUE,TRUE,-3.41786194098981,-2.74616777975911
"ENSG00000149256.16","TENM4",TRUE,TRUE,1.49172237634102,1.6596462486862
"ENSG00000233098.11","CCDC144NL-AS1",TRUE,FALSE,1.6878827574091,0.841145209511055
"ENSG00000111412.6","SPRING1",TRUE,TRUE,-1.05915880231417,-1.04500644232652
"ENSG00000014914.22","MTMR11",FALSE,FALSE,0.831700266906427,0.289981533383666
"ENSG00000177663.16","IL17RA",FALSE,FALSE,-0.785819431377772,-0.582887068174831
"ENSG00000299780.1","ENSG00000299780",TRUE,TRUE,-3.08374321299489,-1.9840939783812
"ENSG00000150672.19","DLG2",TRUE,TRUE,1.74767698548215,1.15060193055591
"ENSG00000108784.11","NAGLU",FALSE,FALSE,-0.880722654630707,-0.328173577276795
"ENSG00000120913.25","PDLIM2",TRUE,FALSE,-1.01529988715053,-0.820351946945713
"ENSG00000115648.15","MLPH",TRUE,TRUE,-1.41508278688283,-1.06605481450435
"ENSG00000285885.2","ENSG00000285885",TRUE,TRUE,3.45728821368941,1.69492725893687
"ENSG00000106823.14","ECM2",TRUE,TRUE,2.02976806630231,1.20473253574766
"ENSG00000151067.23","CACNA1C",TRUE,FALSE,1.41755625032033,0.882644948034073
"ENSG00000211668.2","IGLV2-11",TRUE,TRUE,3.28864031958575,2.56985344333126
"ENSG00000272398.6","CD24",TRUE,TRUE,2.12089528408679,1.65182811707898
"ENSG00000121005.10","CRISPLD1",TRUE,TRUE,1.61336100857406,1.28218604589832
"ENSG00000005102.15","MEOX1",TRUE,TRUE,2.982778978915,2.35870903119804
"ENSG00000174501.15","ANKRD36C",TRUE,FALSE,1.78674747860315,0.958286521314893
"ENSG00000172986.13","GXYLT2",TRUE,TRUE,1.21350467135767,1.40392056628557
"ENSG00000168077.15","SCARA3",TRUE,TRUE,1.11586827102891,1.24369084074496
"ENSG00000181873.14","IBA57",FALSE,FALSE,-0.99242762326841,-0.805352174207991
"ENSG00000170791.19","CHCHD7",FALSE,FALSE,-0.688838511146187,-0.518648034187457
"ENSG00000104447.14","TRPS1",FALSE,FALSE,0.889733627055051,0.788039229161098
"ENSG00000067113.18","PLPP1",FALSE,FALSE,0.882826897398341,0.614608311267811
"ENSG00000291006.1","ENSG00000291006",TRUE,FALSE,1.1079516849066,0.997109574445881
"ENSG00000071242.14","RPS6KA2",FALSE,FALSE,-0.916562378362741,-0.989510836454523
"ENSG00000110900.17","TSPAN11",TRUE,TRUE,1.66605394045068,1.17988943026377
"ENSG00000240382.3","IGKV1-17",TRUE,TRUE,3.58774298781318,2.85146614964838
"ENSG00000019186.11","CYP24A1",TRUE,TRUE,5.14880092206558,4.37643236609539
"ENSG00000102934.11","PLLP",TRUE,TRUE,-1.85057164458078,-1.72362597396309
"ENSG00000182871.17","COL18A1",TRUE,FALSE,1.27587414167783,0.990522976191905
"ENSG00000103742.13","IGDCC4",TRUE,TRUE,2.1087820530884,2.39137830609859
"ENSG00000072310.19","SREBF1",FALSE,FALSE,-0.935958040860249,-0.532011813179256
"ENSG00000173848.20","NET1",FALSE,FALSE,0.940557545159875,0.953244217318243
"ENSG00000077157.24","PPP1R12B",TRUE,FALSE,1.17644625755124,0.909320759530525
"ENSG00000174151.16","CYB561D1",FALSE,FALSE,-0.701578422876661,-0.40403074437376
"ENSG00000205213.15","LGR4",TRUE,FALSE,1.20872470723372,0.704786915152008
"ENSG00000254470.4","AP5B1",FALSE,FALSE,-0.752314093295999,-0.399960918722233
"ENSG00000138315.14","OIT3",TRUE,TRUE,2.74904664839593,1.61995155852326
"ENSG00000123992.22","DNPEP",FALSE,FALSE,-0.564149471993765,-0.24801466250618
