logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_id,gene_id_noversion,gene_name,gene_label,entrezid,direction,panel_rank,panel_name
2.82131783514213,1.61252532731038,11.7276903477004,7.2982028478187e-25,7.41132499195989e-22,45.6743153053737,ENSG00000105696.10,ENSG00000105696,TMEM59L,TMEM59L,25789.0,up,20,top_50
3.19088806739876,-0.871927186530226,11.7164823931235,7.911057048597e-25,7.651122317000239e-22,45.2572383685963,ENSG00000071909.19,ENSG00000071909,MYO3B,MYO3B,140469.0,up,21,top_50
1.94228473860996,4.38865034509425,11.7022890485334,8.761347425778581e-25,8.08831664625286e-22,45.632868503748,ENSG00000101230.6,ENSG00000101230,ISM1,ISM1,140862.0,up,22,top_50
1.16687459667322,5.35416863694626,11.6358941388746,1.41196225718138e-24,1.24682406275451e-21,45.125712281401,ENSG00000168675.20,ENSG00000168675,LDLRAD4,LDLRAD4,753.0,up,23,top_50
2.01398797062669,5.97142351352007,11.5951396703679,1.89197327523733e-24,1.5725078478557002e-21,44.8271794247322,ENSG00000137573.15,ENSG00000137573,SULF1,SULF1,23213.0,up,24,top_50
1.2257503067085,2.50026143422972,11.591961221859,1.93563250597698e-24,1.5725078478557002e-21,44.8418622342912,ENSG00000161381.15,ENSG00000161381,PLXDC1,PLXDC1,57125.0,up,25,top_50
2.0202154518919,3.75270860864582,11.5266462711096,3.09238167337204e-24,2.39674969434132e-21,44.3890771998947,ENSG00000169851.17,ENSG00000169851,PCDH7,PCDH7,5099.0,up,26,top_50
1.45265506974265,3.95338130639765,11.5204850487529,3.23201698597105e-24,2.39674969434132e-21,44.3517747687088,ENSG00000128602.12,ENSG00000128602,SMO,SMO,6608.0,up,27,top_50
-1.41510848962854,3.84579774020372,-11.5174019538115,3.30423394591615e-24,2.39674969434132e-21,44.3091899527973,ENSG00000163251.5,ENSG00000163251,FZD5,FZD5,7855.0,down,28,top_50
-3.26360752404892,0.781539294308794,-11.4715025251414,4.59071547617475e-24,3.2150838386589403e-21,43.8981510100295,ENSG00000304194.1,ENSG00000304194,ENSG00000304194,ENSG00000304194,,down,29,top_50
-1.43432456535526,4.3432489176502,-11.4028780105465,7.50163016808515e-24,5.07860362379365e-21,43.4594509621224,ENSG00000115756.14,ENSG00000115756,HPCAL1,HPCAL1,3241.0,down,30,top_50
2.44101377247435,3.56374270692166,11.3717959832945,9.36822951705541e-24,6.13770133843211e-21,43.3010772387611,ENSG00000117600.15,ENSG00000117600,PLPPR4,PLPPR4,9890.0,up,31,top_50
2.70877672350626,-2.21566101479904,11.3242221405343,1.3159616107582e-23,8.35224384828095e-21,42.5056603274081,ENSG00000139973.19,ENSG00000139973,SYT16,SYT16,83851.0,up,32,top_50
1.56076624512644,4.57235917391183,11.3068896875727,1.4892803102027802e-23,9.165843363702601e-21,42.8052461086948,ENSG00000156804.8,ENSG00000156804,FBXO32,FBXO32,114907.0,up,33,top_50
2.3838193701418,6.46822922191143,11.268024872488,1.97443943541979e-23,1.17943720392282e-20,42.5020944211757,ENSG00000204291.13,ENSG00000204291,COL15A1,COL15A1,1306.0,up,34,top_50
1.0798039959713,6.03331359907122,11.2458626471133,2.30150879405633e-23,1.3355326744938301e-20,42.3436794286666,ENSG00000169855.21,ENSG00000169855,ROBO1,ROBO1,6091.0,up,35,top_50
2.66757700865733,1.55017949741441,11.2217513267018,2.7329465155957903e-23,1.54183732588196e-20,42.1462710715823,ENSG00000125869.11,ENSG00000125869,LAMP5,LAMP5,24141.0,up,36,top_50
-2.86875971896562,2.02847920996012,-11.1817268001654,3.63421161519628e-23,1.99488751093612e-20,41.891973277055,ENSG00000120907.18,ENSG00000120907,ADRA1A,ADRA1A,148.0,down,37,top_50
-1.99611722521514,2.64830725902236,-11.1675363408862,4.02039820139128e-23,2.14879703869097e-20,41.8285209447323,ENSG00000197415.13,ENSG00000197415,VEPH1,VEPH1,79674.0,down,38,top_50
-1.93137718738299,3.7980799620554,-11.1061307609574,6.22151358519552e-23,3.23997284398259e-20,41.4200500140981,ENSG00000144331.20,ENSG00000144331,ZNF385B,ZNF385B,151126.0,down,39,top_50
3.58333889737519,-0.593347413001587,11.0936963168539,6.7961465516929e-23,3.45074341162207e-20,41.1730712407669,ENSG00000165376.13,ENSG00000165376,CLDN2,CLDN2,9075.0,up,40,top_50
1.69712245417923,2.21304131637325,11.0673581801646,8.19394797425303e-23,4.0590020330994904e-20,41.1636286337764,ENSG00000237807.5,ENSG00000237807,LINC02984,LINC02984,100507516.0,up,41,top_50
2.72406657435491,4.06176525635645,11.0572430895379,8.80392553236437e-23,4.2573268467219105e-20,41.0974991134259,ENSG00000164932.14,ENSG00000164932,CTHRC1,CTHRC1,115908.0,up,42,top_50
3.25260762234957,6.97969177486905,11.0378838737085,1.02114246565884e-22,4.82311708779789e-20,40.8830299072172,ENSG00000145423.6,ENSG00000145423,SFRP2,SFRP2,6423.0,up,43,top_50
3.56185506698488,5.20729534816678,10.9728231407383,1.6192206454516498e-22,7.47417529752796e-20,40.4315227469344,ENSG00000211896.7,ENSG00000211896,IGHG1,IGHG1,3500.0,up,44,top_50
2.21584984951792,-0.457000292388174,10.9573537351212,1.78738881647066e-22,8.067081525004221e-20,40.2375371579206,ENSG00000296962.1,ENSG00000296962,ENSG00000296962,ENSG00000296962,,up,45,top_50
2.52451348069219,2.91692482215397,10.9348054732608,2.09671430190478e-22,9.25744945036652e-20,40.2416646847153,ENSG00000172987.14,ENSG00000172987,HPSE2,HPSE2,60495.0,up,46,top_50
1.55353991123878,5.65412642088279,10.8344620804593,4.26144133334718e-22,1.8414866697932202e-19,39.4612687560217,ENSG00000143387.15,ENSG00000143387,CTSK,CTSK,1513.0,up,47,top_50
2.53826314339213,1.56638037202989,10.8000517092153,5.4325527424945e-22,2.29864887916799e-19,39.3072417246304,ENSG00000168398.8,ENSG00000168398,BDKRB2,BDKRB2,624.0,up,48,top_50
2.78792808153672,1.80475166358674,10.7819801758378,6.170851130263479e-22,2.55775482562554e-19,39.136168891398,ENSG00000170558.11,ENSG00000170558,CDH2,CDH2,1000.0,up,49,top_50
1.00474748138991,6.25580391572058,10.7553297183233,7.44578065285741e-22,3.0244761011906802e-19,38.9001488071119,ENSG00000146072.7,ENSG00000146072,TNFRSF21,TNFRSF21,27242.0,up,50,top_50
